"96879",\N,"2015-04-09",\N,"净值标 
											 	 				 ","101826","已还款","短期周转",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","31岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"99914",\N,"2014-01-13",\N,"车辆抵押-揽胜 
							 	 							 ","300000","已还款",\N,\N,"22.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","2岁",\N,\N,\N,\N,\N,\N,\N,"2.7%",\N
"99915",\N,"2014-01-13",\N,"票据项目30天标 
							 	 							 ","45000","已还款","真实票据项目",\N,"22.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"1.5%",\N
"99916",\N,"2014-01-12",\N,"七天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","24岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99917",\N,"2014-01-11",\N,"七天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99918",\N,"2014-01-10",\N,"七天活动标！ 
							 	 				 			 ","100000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99919",\N,"2014-01-10",\N,"车辆抵押-奥迪 
							 	 							 ","200000","已还款","该抵押车辆账面价值32万，评估值28万，先双方协定车辆抵押价值为20万。",\N,"23.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","30岁",\N,\N,\N,\N,\N,\N,\N,"1.2%",\N
"99920",\N,"2014-01-09",\N,"7天活动标！ 
							 	 				 			 ","100000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99921",\N,"2014-01-09",\N,"中安跨年活动大礼包！ 
							 	 							 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"3.5%",\N
"99922",\N,"2014-01-08",\N,"中安跨年活动大礼包！ 
							 	 							 ","300000","已还款","除夕不放假？过年不回家？没关系，中安陪你！让投资人舒舒服服过年，开开心心数钱！


	回款日为年后，提前祝大家开春大吉！",\N,"18.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"3.5%",\N
"99923",\N,"2014-01-08",\N,"7天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99924",\N,"2014-01-07",\N,"22天活动标！ 
							 	 				 			 ","500000","已还款",\N,\N,"22.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","2岁",\N,\N,\N,\N,\N,\N,\N,"2.5%",\N
"99925",\N,"2014-01-07",\N,"三天活动标！ 
							 	 				 			 ","100000","已还款",\N,\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"0.4%",\N
"99926",\N,"2014-01-07",\N,"车辆抵押-宝马 
							 								 ","200000","已还款","该抵押车辆账面价值80万元，评估值为40万元，现甲、乙双方商定抵押车辆的抵押价值总额为20万元。",\N,"22.80",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"4.4%",\N
"99927",\N,"2014-01-06",\N,"3天 
											 	 ","2000","已还款",\N,\N,"2.88",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","37岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"99928",\N,"2014-01-06",\N,"站内周转 
											 	 ","20570","已还款",\N,\N,"8.80",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"99929",\N,"2014-01-06",\N,"三天活动标！ 
							 	 				 			 ","100000","已还款",\N,\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"0.4%",\N
"99930",\N,"2014-01-06",\N,"车辆抵押-宝马 
							 								 ","200000","已还款","该抵押车辆账面价值98万元，评估值为40万元，现甲、乙双方商定抵押车辆的抵押价值总额为20万元。",\N,"22.80",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"4.4%",\N
"99931",\N,"2014-01-06",\N,"车辆抵押-宝马+奔驰 
							 	 				 			 ","500000","已还款","此借款为双车辆抵押，总值50万。",\N,"22.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","2岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"99932",\N,"2014-01-05",\N,"3天标 
											 	 ","8000","已还款",\N,\N,"8.88",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","37岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"99933",\N,"2014-01-05",\N,"庆中安正式上线！三天活动标！ 
							 	 				 			 ","100000","已还款","三天标第五期，庆中安正式上线，天天有好礼，三天标连发七天！谢谢支持",\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"0.4%",\N
"99934",\N,"2014-01-05",\N,"七天活动标！ 
							 	 				 			 ","100000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99935",\N,"2014-01-04",\N,"庆中安正式上线！三天活动标！   
							 	 				 			 ","100000","已还款","庆中安上线，连发七天三天活动标，第四期！",\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"0.4%",\N
"99936",\N,"2014-01-04",\N,"七天活动标！ 
							 	 				 			 ","100000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99937",\N,"2014-01-04",\N,"车辆抵押-指南者 
							 	 							 ","100000","已还款","该抵押车辆账面价值18万元，评估值为10万元，现甲、乙双方商定抵押车辆的抵押价值总额为10万元。",\N,"19.20",\N,\N,\N,\N,"
									到期还本息",\N,"男","30岁",\N,\N,\N,\N,\N,\N,\N,"1.1%",\N
"99938",\N,"2014-01-04",\N,"抵押车辆-奥迪 
							 								 ","200000","已还款","该抵押车辆账面价值60万元，评估值为50万元，现甲、乙双方商定抵押车辆的抵押价值总额为20万元。",\N,"22.80",\N,\N,\N,\N,"
									到期还本息",\N,"男","28岁",\N,\N,\N,\N,\N,\N,\N,"4.4%",\N
"99939",\N,"2014-01-03",\N,"庆中安正式上线！三天活动标！ 
							 	 				 			 ","100000","已还款",\N,\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"0.4%",\N
"99940",\N,"2014-01-03",\N,"庆中安正式上线！三天活动标！ 
							 	 				 			 ","100000","已还款","三天标第三期！庆中安正式上线，天天有好礼，三天标连发七天！谢谢支持",\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"0.4%",\N
"99941",\N,"2014-01-03",\N,"七天活动标！ 
							 	 				 			 ","100000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99942",\N,"2014-01-03",\N,"车辆抵押-奔驰 
							 								 ","200000","已还款","该抵押车辆账面价值为38万元，评估值为20万元，现甲、乙双方商定抵押车辆的抵押价值总额为20万元。",\N,"22.80",\N,\N,\N,\N,"
									到期还本息",\N,"男","30岁",\N,\N,\N,\N,\N,\N,\N,"4.4%",\N
"99943",\N,"2014-01-03",\N,"车辆抵押-奥迪 
							 	 							 ","100000","已还款","该抵押车辆账面价值30万元，评估值为20万元，现甲、乙双方商定抵押车辆的抵押价值总额为10万元。",\N,"19.20",\N,\N,\N,\N,"
									到期还本息",\N,"男","30岁",\N,\N,\N,\N,\N,\N,\N,"1.1%",\N
"99944",\N,"2014-01-02",\N,"庆中安正式上线！三天活动标！ 
							 	 				 			 ","100000","已还款","庆中安正式上线，天天有好礼，三天标连发七天！谢谢支持",\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"0.4%",\N
"99945",\N,"2014-01-02",\N,"七天活动标！ 
							 	 				 			 ","100000","已还款","七天活动标，请支持！",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99946",\N,"2014-01-02",\N,"车辆抵押-宝马 
							 	 							 ","100000","已还款","该车辆账面价值为36.7万，评估值为30万，现双方商定抵押车辆抵押价值总额为10万元。

	

 

	 ",\N,"19.20",\N,\N,\N,\N,"
									到期还本息",\N,"男","2岁",\N,\N,\N,\N,\N,\N,\N,"1.1%",\N
"99947",\N,"2014-01-02",\N,"车辆抵押-宝马 
							 	 							 ","200000","已还款","该抵押车辆账面价值为60万，评估值为40万，先双方商定抵押价值总额为20万。",\N,"22.80",\N,\N,\N,\N,"
									到期还本息",\N,"男","2岁",\N,\N,\N,\N,\N,\N,\N,"4.4%",\N
"99948",\N,"2014-01-01",\N,"庆中安正式上线！三天活动标！ 
							 	 				 			 ","100000","已还款","庆中安正式上线，天天有好礼，三天标连发七天！谢谢支持",\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"0.4%",\N
"99949",\N,"2014-01-01",\N,"七天活动标！ 
							 	 				 			 ","100000","已还款","七天活动标，感谢大家支持！",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99950",\N,"2014-01-01",\N,"车辆抵押-日产 
							 	 							 ","100000","已还款","该车辆账面价值为40万，评估值为35万，现双方商定抵押车辆抵押价值总额为10万元。",\N,"19.20",\N,\N,\N,\N,"
									到期还本息",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"1.1%",\N
"99951",\N,"2014-01-01",\N,"车辆抵押-奔驰（白） 
							 	 							 ","200000","已还款","该抵押车辆账面价值为60万，评估值50万元，现双方协定抵押价值为20万。",\N,"22.80",\N,\N,\N,\N,"
									到期还本息",\N,"男","28岁",\N,\N,\N,\N,\N,\N,\N,"4.4%",\N
"99952",\N,"2013-12-31",\N,"七天活动标！ 
							 	 				 			 ","100000","已还款","标标必满，希望大家继续支持！",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99953",\N,"2013-12-31",\N,"车辆抵押-雪佛兰 
							 	 							 ","100000","已还款","该车辆账面价值为36.7万，评估值为30万，现双方商定抵押车辆抵押价值总额为10万元。",\N,"19.20",\N,\N,\N,\N,"
									到期还本息",\N,"男","2岁",\N,\N,\N,\N,\N,\N,\N,"1.1%",\N
"99954",\N,"2013-12-31",\N,"车辆抵押-奔驰 
							 	 							 ","200000","已还款","该抵押车辆账面价值86万，评估值为80万，现双方协商抵押价值为20万元。",\N,"22.80",\N,\N,\N,\N,"
									到期还本息",\N,"男","2岁",\N,\N,\N,\N,\N,\N,\N,"4.4%",\N
"99955",\N,"2013-12-30",\N,"七天活动标！ 
							 	 				 			 ","100000","已还款","标标必满，希望大家继续支持！",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99956",\N,"2013-12-30",\N,"车辆抵押-保时捷 
							 	 							 ","200000","已还款","该抵押车辆账面价值为109万，评估值89万元，现双方协定抵押价值为20万。",\N,"22.80",\N,\N,\N,\N,"
									到期还本息",\N,"男","2岁",\N,\N,\N,\N,\N,\N,\N,"4.4%",\N
"99957",\N,"2013-12-30",\N,"汽车抵押-捷豹 
							 	 							 ","100000","已还款","该车辆账面价值为45万，评估值为30万，现双方协定车辆抵押价值为10万元。",\N,"19.20",\N,\N,\N,\N,"
									到期还本息",\N,"男","2岁",\N,\N,\N,\N,\N,\N,\N,"1.1%",\N
"99958",\N,"2013-12-29",\N,"七天活动标！ 
							 	 				 			 ","100000","已还款","中安财富七天活动标，请多支持！",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99959",\N,"2013-12-29",\N,"车辆抵押-奔驰（灰） 
							 	 							 ","200000","已还款","该抵押车辆账面价值为70万，评估值为56万，现双方协定抵押价值为20万元。",\N,"19.20",\N,\N,\N,\N,"
									到期还本息",\N,"男","2岁",\N,\N,\N,\N,\N,\N,\N,"1.1%",\N
"99960",\N,"2013-12-28",\N,"七天活动标！ 
							 	 				 			 ","100000","已还款","中安财富，七天活动标，大家多多支持！",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99961",\N,"2013-12-27",\N,"车辆抵押-雷克萨斯 
							 	 							 ","200000","已还款","该车车辆账面价值88万，评估价值60万，先双方协定借款总额20万。

 

	 ",\N,"22.80",\N,\N,\N,\N,"
									到期还本息",\N,"男","2岁",\N,\N,\N,\N,\N,\N,\N,"4.4%",\N
"99962",\N,"2013-12-27",\N,"车辆抵押-奔驰 
							 	 							 ","100000","已还款","该抵押车辆账面价值30万，评估值20万，先双方协定车辆抵押价值为10万。

 

	 ",\N,"19.20",\N,\N,\N,\N,"
									到期还本息",\N,"男","2岁",\N,\N,\N,\N,\N,\N,\N,"1.1%",\N
"99963",\N,"2013-12-27",\N,"七天活动标！ 
							 	 				 			 ","100000","已还款","中安财富，七天活动标第三标，大家多多支持！",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99964",\N,"2013-12-26",\N,"车辆抵押-奥迪 
							 	 							 ","200000","已还款","改抵押车辆账面价值为50万，评估值为30万，先双方协定车辆抵押价值为20万元。

 

	 ",\N,"22.80",\N,\N,\N,\N,"
									到期还本息",\N,"男","2岁",\N,\N,\N,\N,\N,\N,\N,"4.4%",\N
"99965",\N,"2013-12-26",\N,"车辆抵押-奥迪 
							 	 							 ","100000","已还款","该抵押车辆账面价值为20万，评估价为18万，现双方商定抵押车辆价值总额为10万。


	


	 


	


	 


	


	 

 

	 

 

	 ",\N,"19.20",\N,\N,\N,\N,"
									到期还本息",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"1.1%",\N
"99966",\N,"2013-12-26",\N,"七天活动标！ 
							 	 				 			 ","100000","已还款","中安财富，七天活动第二标，大家多多支持！",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99967",\N,"2013-12-25",\N,"车辆抵押-尚酷 
							 	 							 ","80000","已还款","该抵押车辆账面价值为13万，评估值为12万，现双方商定抵押价值总额为8万元。",\N,"19.20",\N,\N,\N,\N,"
									到期还本息",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"1.1%",\N
"99968",\N,"2013-12-25",\N,"车辆抵押标-宝马 
							 	 							 ","200000","已还款","该抵押车辆账面价值为70万元，评估值为50万元，先双方商定抵押价值总额为20万。",\N,"22.80",\N,\N,\N,\N,"
									到期还本息",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"4.4%",\N
